"data..data.Time...17.....True_p","predicted_prob"
0.739759538666434,0.828567725052927
0.880224321771428,0.868966142926155
0.880886819452728,0.876870721583262
0.998213679891938,0.991835880586765
0.877790594295742,0.937268415344265
0.999969028587112,0.999075700093494
2.15553339490745e-28,1.29221122425008e-19
1,0.999999999999846
0.305665863692249,0.302761962929779
0.0190850294489812,0.0599283139945078
0.0860792464654005,0.349625861648874
0.975980120385626,0.896052957722307
0.903304542902282,0.8467091124499
0.766583268119161,0.837101719607661
0.810652031920009,0.624084709632012
0.630894274078473,0.548986425068242
0.707730404260067,0.780119838847049
0.896304603802085,0.681760928208006
0.0306375070162627,0.117157677899648
0.331950285037371,0.72728760313992
0.881542329084773,0.788683387804362
0.852592868577091,0.815785621621506
0.821528134215204,0.902213165152587
0.913737568547245,0.787958126043223
0.448311809774979,0.448559458619915
0.433765818245514,0.685633159419175
0.943964216749488,0.795326082705581
0.793118214049813,0.637150770350056
0.175885086013506,0.46449897496378
0.128569027108814,0.0919427192827953
0.802543249714351,0.811536506824717
0.99360935662648,0.992543531776243
0.937765471564585,0.850092504931933
0.634251284401152,0.652262605979426
0.154598681470037,0.524148904719348
0.423822903795111,0.356584820324554
0.741373346307091,0.777775936868583
0.43655563108565,0.788196728973021
0.217572024056254,0.269175738271741
0.341853099802753,0.444133298696716
0.160913948954566,0.495669194119522
0.912811449417269,0.767750197362547
0.878045084917643,0.862056541781907
0.0034781758321192,0.0851140467679352
0.0160325188698984,0.043275272424958
0.339785946782898,0.433298803685773
0.0950415138896891,0.390698363725287
0.917649212967808,0.805682192320522
0.54809379252793,0.628339655797875
0.498013663889189,0.80013325672538
0.915787642824926,0.811580908706526
0.676445001907322,0.630566924711144
0.763887794462501,0.858726909455241
0.672619656372735,0.4414022979381
1.13923224980941e-19,9.26685822343255e-14
0.999417001782939,0.997905358209316
0.96260849227502,0.866780447579245
0.832075669209527,0.798726995104288
0.64572868220045,0.838058668105718
0.9067161412812,0.772413497899145
0.997842928788065,0.988283177521081
0.209959823665735,0.537047708468189
0.984114501058745,0.895136314478689
0.0734467848437286,0.181475983909499
0.0232387750138142,0.200044819595679
0.589312191758401,0.515856511429291
0.976092533754027,0.920158280055155
0.508324938522475,0.706637199144606
0.980605980220188,0.876094487543126
0.171944452709987,0.334318379401854
0.517762114824119,0.811015477247352
0.930366686163193,0.843362620512329
0.0870580730924246,0.196891101518829
0.294399327898395,0.663065865064069
0.861377377763432,0.728012214159804
0.961858418790446,0.903417930349429
0.293062194361319,0.617436014494222
0.113459707227717,0.118511095431349
0.76782618719519,0.729934276788503
0.00115429954280563,0.0258244102124734
0.847621018022932,0.630570959231447
0.0119243445898229,0.0677381048451378
0.120376170771761,0.506250298040228
0.114649255869098,0.143096289933973
0.717725863539711,0.717991288768864
0.0673476893010683,0.384193521087171
0.765629356220785,0.620518531563385
0.495096574405937,0.528807481844624
0.999545804255255,0.998228769296207
0.826873641982193,0.648212459503965
0.627671086289581,0.695082664110606
0.439726854852265,0.803203681848493
0.637493584194526,0.561192086671422
0.33734719666045,0.26414834581244
0.719677408182108,0.784292778609878
0.942779275124402,0.721145259106305
0.385382329063441,0.472241257354381
0.219657506686341,0.603632836715954
0.600802485801805,0.498671600304255
0.0044343925402362,0.0224965462155977
0.692575736000009,0.8590831161519
0.965012510006661,0.867833276155129
0.723493131459791,0.727345811539673
0.531300791897818,0.813127259935351
0.999456794731711,0.992934403856037
0.93544305426149,0.911130296459035
0.333580138775672,0.706169464903298
0.354844949054898,0.281138398263076
0.885050177437684,0.841354598478836
0.698328944867479,0.856795341676549
0.957170176864244,0.837553602316135
0.239575523718064,0.387640062068476
0.478592728931609,0.746102910913349
0.165119732001957,0.161842375429136
0.275115457455953,0.192310742343685
0.643426532840763,0.754815865929178
0.829114484102819,0.539942088468025
0.816393888149947,0.739998974964586
0.0901703316519656,0.310716078149443
0.316700882273103,0.212629289022636
0.859078585085553,0.818329098062677
0.387629683214679,0.692584632825419
0.0206027779785704,0.035667610762453
0.726191218296395,0.719409453877364
0.660354523528062,0.84566207441075
0.364316696802055,0.301790041980124
0.114336081132379,0.178508943738748
0.0947420642355927,0.319220622245387
0.974236437181679,0.878192002082605
0.840759702365394,0.87737868408855
0.344849377543973,0.801631491763223
0.33061110980991,0.424630495677756
0.054408470861605,0.151488291500497
0.719669421546554,0.858561430865985
0.873108870931837,0.766598314087207
0.234707933021487,0.343503123848288
0.718950640262746,0.868322552939393
0.406913245554553,0.332489111023255
0.887426580541486,0.835754636001847
0.665627472253033,0.801223419948594
0.933611113818283,0.796325866762606
0.806519585418569,0.832492077659051
0.000373121319606206,0.0179629536466031
0.655749166838971,0.610478987775942
0.204871299444768,0.37689379344517
0.310696086648177,0.722724105927541
0.924112364316744,0.834895629871905
0.0398621655015562,0.145134729678407
0.599374867867613,0.854351314150078
0.316160792068934,0.375461622612008
0.982295561866476,0.935390359985238
0.496582167698796,0.76013631218441
0.730075084398013,0.544748059281865
0.311434073909995,0.371343542854945
0.26977322376673,0.62002043967635
0.105511022879014,0.0989816379444036
0.990223591734082,0.962709544658901
0.999944453523951,0.999617112887996
0.999698514556621,0.993233999861119
0.990850782565296,0.968123113011764
0.0221220315706302,0.163268815989418
0.979576947989821,0.904411606612816
0.915687771491641,0.847732124416876
0.237051568656904,0.61209276332686
0.957086567026038,0.874662702930561
0.186839095690761,0.316883930682054
0.0270151890423673,0.239158563926917
0.0357089034487226,0.0612143026331073
0.585125133957033,0.582314319631644
0.0970354805542573,0.352238628156676
0.483852865735846,0.303512719964618
0.198868403087547,0.259093013921965
0.0293080376540954,0.167140899351639
0.943430388046985,0.805468833805437
0.943704204275836,0.874167210356272
0.765721787345019,0.869547992149175
0.921981648447598,0.762664809909356
0.480463082817243,0.536081955845311
0.217359951282526,0.579730326062457
0.432586284373894,0.318480850582271
0.792152701386749,0.799221980871971
0.045649092482935,0.324193401439425
0.905873495782448,0.792591692450281
0.0717985193122938,0.116912503927294
1.38899559143404e-08,7.90651947267037e-06
0.99182358867696,0.936750063587021
0.229675385454496,0.326670430456802
0.0636872150386721,0.370526359208944
0.949055208361131,0.867273574292716
