Var1,Var2
0.00421174290202279,0.190973623169445
0.125253181386236,0.190498371134353
0.163012817874347,0.313964768589275
0.998976029317277,0.986456480343451
0.992648958510361,0.979601803067673
0.999912183909014,0.988336343911489
0.984857355363617,0.97941979245112
0.991148432540056,0.986898003417379
0.98787006383355,0.956303452288385
0.0522475302987263,0.194404455644278
0.0226920117888857,0.17331725304443
0.102689809832767,0.202632539571909
0.15058765834733,0.293270844857696
0.0282859501651949,0.177547200276107
0.418792063982247,0.331674947041838
0.997194277862061,0.964853165819019
0.965324738011022,0.979760261736576
0.998305220739059,0.964911544302927
0.999091507111242,0.988104796783942
0.986606987756136,0.968247344721308
0.998150129780319,0.965784437624099
0.353624801849766,0.695085327481215
0.578235016894144,0.823302314813261
0.945898292557272,0.624539672039042
0.962266217718124,0.741716576258886
0.313213046106596,0.534627285830424
0.865866732127251,0.516066104751918
0.707623514982697,0.81641742316757
0.950756921443564,0.896966334143606
0.992442442484608,0.910104331414991
0.0292040663381598,0.148040292876229
0.110810415447462,0.327876424454805
0.114075168160241,0.114693175397259
0.817512339914193,0.553371948195762
0.266052601180769,0.649915703968951
0.741616108208346,0.600645725857835
0.998044375833137,0.973163054180863
0.804842921237495,0.961947135586367
0.99977301618695,0.973269310786728
0.465808192282951,0.534734326736034
0.654842123861287,0.777601743029828
0.600818660641958,0.582685777240983
0.96969888729848,0.929359268206358
0.859095367064913,0.942098143877703
0.993699135600578,0.944945432410913
0.994795569440216,0.980956795927605
0.993182236998138,0.968229132520476
0.997585046668574,0.979310966717017
0.998561381445874,0.977621573278687
0.781245328490097,0.872316359499328
0.995595808362342,0.927656929550875
0.805408796069032,0.676300535352315
0.511325124201898,0.600212700853439
0.975154929235299,0.77665233916796
0.997577959068534,0.972531971118299
0.989497634883102,0.972626350542293
0.999954372487399,0.990036478539799
0.949974304097601,0.987863377043799
0.935035178495014,0.974434029092339
0.999805220278038,0.994805935133186
0.971592110699502,0.466721311824549
0.596477406231711,0.865404640426604
0.907343017888039,0.838117946968258
0.785266425233502,0.739339161933962
0.915345620388799,0.761171804415086
0.563933404192815,0.445244341351094
0.999893337831945,0.984649470641762
0.996734533502819,0.967294715550534
0.99993675598198,0.989165153832811
0.0324730877313579,0.331322599950932
0.367522593343185,0.762275569703671
0.716507118033073,0.655367055025099
0.994970830961272,0.976953461015359
0.986138177851086,0.970238049727413
0.998537907411457,0.969460460892611
0.827704185985686,0.496962766500072
0.306001366481496,0.451651896551468
0.00483664708747161,0.897044225681396
0.511393452262764,0.746070574451769
0.345732026449102,0.739433262639162
0.804756664402944,0.736139493883791
0.99042995557403,0.931841782588527
0.673099323086533,0.901070188713397
0.980005005993391,0.854222247553368
0.905801911347502,0.636723286112636
0.975571088190633,0.880954960009894
0.918013775172154,0.803446809164862
0.913749795607828,0.893961150730033
0.831671400420931,0.860338815328672
0.96353446390259,0.92502279388869
0.445424291713548,0.684529566517181
0.31004225871502,0.799085004675574
0.620140593130796,0.551945320431633
0.43790103325793,0.828586129247588
0.339148078828061,0.793837642989897
0.82964308781164,0.644142410884956
0.747240709984683,0.668375103878893
0.344014909792354,0.71615210433435
0.838476486357414,0.67216604377643
0.997605949332571,0.981381763056609
