"data..data.Time...17.....True_p","predicted_prob"
0.992848562116651,0.990158966130231
0.998042901891024,0.943796402782247
0.999331187104593,0.705656706696155
0.877770549070423,0.0354442982942843
0.0903804326919349,0.058285740734741
0.99636526231573,0.978882837675165
0.433299312176189,0.975462898272206
0.00842907765331294,0.348914682029639
0.0260117283028882,0.0521111440366611
0.000678088279214991,0.0580859650775547
0.0368243658388212,0.986266642909332
0.00785821978907313,0.812405078220612
0.797378288848962,0.686537904138086
0.254504625475222,0.292906739707684
0.0889047294186916,0.0450249537019778
0.991705668288493,0.964062329007779
0.276892297786288,0.934023832038138
0.992014441298269,0.967364674607
0.999324079864167,0.987278572360899
0.978913870301947,0.266230693804967
0.999974044437749,0.985901152474477
0.928198634441774,0.96863153850399
0.268704592664017,0.229199178542905
0.977633374009354,0.340764598900671
0.453411305212256,0.116379694433539
0.0694389717313137,0.821578907363497
0.842518166057159,0.973136669719488
0.00242583810820962,0.133573792601771
0.717114442677124,0.949631714494513
0.0502710032050503,0.021684659450612
0.99239793002812,0.252796479578091
0.464588403904504,0.677802726257971
0.994529102228926,0.949464189595184
0.863781485179289,0.00989990305959792
0.690382092738353,0.249746318846823
0.977472841243417,0.911766096088223
0.150713455455875,0.979705905583389
0.0998191091710076,0.460756345971009
0.0553176069333241,0.627882044866214
0.00824341640477597,0.141129943633352
0.000790424280267484,0.548246910182176
0.00149562262970676,0.239845310229818
0.348822884518272,0.982447388448062
0.00410659859406658,0.0776261723779245
0.0539828503599283,0.104654813803545
0.825307774510275,0.138048933531706
0.0463562901619519,0.192462973898214
0.992918652261463,0.820255218878939
0.999861363959166,0.855645267298166
0.999143122952065,0.13121393688788
0.999963848838108,0.932641346270913
0.954499062448306,0.369486435844671
0.980132240772947,0.944237582071175
0.643493208128095,0.229754998327637
0.919489998932933,0.0796227370313538
0.273204309948284,0.0569233599792912
0.99896301640748,0.986976520633321
0.827094832431546,0.793945930107898
0.834736690129976,0.972139996038884
0.227621651724622,0.224268723910259
0.171824182531982,0.122027630346689
0.933209331755548,0.915217923895193
0.434921588934966,0.0546228096596083
0.798012397331507,0.00663551672018905
0.719752583858875,0.0131688537993729
0.9998379481721,0.947040186531461
0.303068486728436,0.972470383297008
0.993694469728022,0.994090301823759
0.99704646290044,0.999371935433667
0.0244773296283467,0.534533867439319
0.0103287418741758,0.959329651438199
0.784887714756699,0.98660298859608
0.00622524974692679,0.0715148846473948
0.0042954727703362,0.065066164399582
0.841675952665587,0.581428640533665
0.98371787753842,0.190887446008696
0.509360593755056,0.2652518763907
0.775361258797004,0.648220389917336
0.996593890177455,0.315663182775669
0.98228434759965,0.871754985287051
0.912486893367663,0.307954090238404
0.0529005641376784,0.323306157304149
0.198813524165762,0.085902620856934
0.0193295660097552,0.0174224765310441
0.961363237509645,0.498419195424877
0.0790146698028217,0.318888356923707
0.469013627703641,0.363129363127764
0.12077788936914,0.763567111145207
0.00120695351168801,0.123003199068784
0.23307833505585,0.389382242104507
0.00316627336066402,0.4708464206991
0.0444659058575849,0.994842320407409
0.00110565369006926,0.176915094057934
0.919679088926427,0.180489364263946
0.997979177254643,0.411003460711525
0.992802728981243,0.67475060587443
0.95752541338042,0.770119196659536
0.977688912268776,0.928704453332743
0.996237264444258,0.970172623236786
0.000215944150367117,0.0478124557336752
0.00464406826607227,0.996604568121122
0.0102934813853797,0.942163587829553
0.023333036576945,0.0864100693282567
0.446350666718411,0.170275701962159
0.381036604622721,0.419838142102516
0.818584314505697,0.878466882029963
0.825986685949256,0.989861764005053
0.64234604983145,0.516317072627888
0.953518051758255,0.215327023576689
0.984560856818397,0.498015647578521
0.912750355727574,0.587014473795653
0.00496457921562991,0.884548696777559
