Var1,Var2
0.99844369141139,0.919415068741732
0.996972869641745,0.901730163476307
0.996074589635481,0.767981587521562
0.999819378688806,0.25168505675414
0.980206738285727,0.635713419600268
0.999999753568627,0.388361300828773
1.57215093786206e-47,0.610548101163539
1,0.358758981720197
0.768133330896295,0.378797307067216
4.84585564097485e-05,0.105206192968012
0.00202847423755942,0.0757807667518377
0.53439663061469,0.431248891903207
0.778397097131217,0.679846314732692
0.999364081265227,0.789655854283506
0.511583774014993,0.439177848877553
0.706775439240005,0.742190614890841
0.996862792117667,0.836817020582392
0.907989003784619,0.735910332433324
0.0352236843995977,0.318452675910757
0.760409675509776,0.561350775345449
0.973805113278797,0.643431734380058
0.938646607796585,0.481511387703318
0.99677641417697,0.934935677668399
0.963790907348262,0.824323728811216
0.443586367373627,0.336484563905268
0.570831269653265,0.455002890950205
0.977797956908535,0.706334499238723
0.99504624671857,0.68759918245285
0.0107982484735201,0.762397609772243
0.0790505354897591,0.345775096682858
0.938318356100679,0.848142969808438
0.99998406403029,0.907995989916802
0.991821365707537,0.838632785558297
0.782590280575886,0.581618596474121
0.0694888188982229,0.378005919643641
0.256262075629743,0.174821711114134
0.0481863032794365,0.379976626888412
0.0211577903709815,0.328118813982829
0.00102624221519615,0.503960943571447
0.00432614935859544,0.155023454865619
0.0125220891227634,0.0974721945377211
0.773615064901429,0.425887923386039
0.883156319009498,0.660665171837289
5.10393257347724e-06,0.489612607664343
0.00011358401140036,0.102105520272915
0.487259469324132,0.585435584730202
0.227687147448678,0.515970390956615
0.880041297837693,0.810236938492414
0.834099413753872,0.771966960960441
0.897334489836455,0.877461174607077
0.989435634284097,0.746813854763043
0.730949593286012,0.780773344625768
0.977599681496575,0.938326524424558
0.954410338041301,0.604488273776461
2.0121537827278e-31,0.969221761336531
0.999999960728297,0.730520719093409
0.998029410546225,0.969264317075441
0.581698166675332,0.555700545999679
0.544909567912189,0.574119785301968
0.761974183512655,0.641762937917195
0.999897288297514,0.623169765785661
0.400862180386776,0.418369422175791
0.999993436175551,0.828993148254444
0.0627605303385922,0.539327214590424
0.0397955480237207,0.641311402572251
0.472209816887172,0.939413556025564
0.950589039401977,0.703439767210459
0.119583317348974,0.648358733129884
0.97816858846076,0.769980232774693
0.00309646490704197,0.16876879354066
0.0970715039262399,0.286875412107055
0.418302736361886,0.62877068281346
0.00607633001758293,0.38225984360238
0.116175985468348,0.556943891696492
0.786979454363233,0.873003886258489
0.999922544857801,0.868745342538894
0.751060577879609,0.818902692018097
0.115363987430603,0.69104677493085
0.922196483144323,0.610974729096522
0.000139552686463689,0.335145115696662
0.999080610524913,0.687116596226104
0.00229637139521671,0.63608813506449
0.283069600746419,0.643373577487485
0.643483981183555,0.381803146860382
0.997642178283258,0.871293127226973
0.149363863993292,0.575056317795177
0.996325198091375,0.747793429946933
0.0169578569410151,0.16826333970207
0.999994746826822,0.366237191142441
0.146539796077648,0.277930833363248
0.0556153448362279,0.16356234423217
0.00424954453949821,0.265569796306288
0.027628397734998,0.157128716612098
0.545791773369167,0.457523299730308
0.686530473942647,0.713269464315651
0.954778239282316,0.725471426854568
0.953061543685828,0.537830875988218
0.678946633691808,0.47770007444329
0.887400003069846,0.635111424802507
4.68786383970584e-07,0.0706395360561991
0.00206721857042864,0.394613550622432
0.104221818635534,0.24574963685012
0.546533729104984,0.496045697263974
0.177584280033056,0.675652544828964
0.999962175527348,0.571252725187598
0.937222163401786,0.88411371981908
0.426692538035967,0.567412690612438
0.946984866394246,0.343462284073885
0.971034627186429,0.903009120029951
0.955030538829496,0.88083829401331
0.999677437866243,0.857732973832035
0.00329922784186082,0.0804385447139697
0.883723057523441,0.42253677307507
0.117807178090209,0.187404426850211
0.999168292088836,0.710368099164281
0.900687820193786,0.898089246452898
0.933573657890715,0.79795616833574
0.56616282963787,0.463637340146866
0.086585641153289,0.285263360361892
0.167374385308589,0.422543388224116
0.836699184946999,0.776489041222067
0.607234144032932,0.67414308130348
0.00318608222958849,0.210883234872476
0.237766358718923,0.634162716985211
0.335568691746117,0.623456560995809
0.07590148620096,0.282454616442843
0.112951425425217,0.457606361175755
0.612240639988962,0.389136642463469
0.995187431602708,0.800458238927967
0.525937597350556,0.620213900897886
0.0191765159252128,0.459820248123089
0.00666261870620425,0.153393327587108
0.00994746671134619,0.172892982824381
0.998139659636603,0.596968938026659
0.57845014418786,0.58169856735553
0.0036098914994034,0.139014955107448
0.209803970062775,0.711561367682971
0.00834680988169955,0.275762843617822
0.533718985254967,0.706922356741543
0.985147769507851,0.815490558331043
0.867651386356792,0.762632774469295
0.52292629786372,0.686745146069801
1.76414126410947e-06,0.418754496778581
0.153248532825612,0.704257467390679
0.179608420859617,0.219256309244254
0.370535447804241,0.654771972858724
0.977883743732612,0.251526296701729
0.000161186556032528,0.0434428499813955
0.28751115648948,0.604419975386929
0.000664836437954321,0.372495330404544
0.99992895161632,0.891866139857969
0.0918454774016285,0.692437176919586
0.270741250352323,0.628667578527729
0.0065735599344627,0.202377762722374
0.00111739315719611,0.422583721710348
0.00414383169278502,0.213509772507669
0.99857794771523,0.791426957634915
0.999999781357789,0.91092957483764
0.999997659302748,0.554630447379526
0.999789360055672,0.768867070235431
0.0445380131422512,0.425942354554305
0.998659041713834,0.596340826660378
0.999580900352475,0.704644097971533
0.173110001715718,0.479945222660993
