,True_p,Predicted_p
0,0.796868881867128,0.8408257134818558
1,0.910248711528895,0.8705696736925513
2,0.910761975990547,0.8872094663231523
3,0.996524834855057,0.4265824840175984
4,0.786590419038946,0.649770241910462
5,0.99993964686854,0.6383770839546588
6,6.26599540593036e-29,0.5894922166929069
7,1.0,0.30816575262400886
8,0.11345288868738,0.0812981314625434
9,0.0224487642252115,0.1650385389187822
10,0.100046401573041,0.29158427741936843
11,0.979574352963301,0.8543520801512801
12,0.928479931644544,0.9222399923689306
13,0.820272571264024,0.8946905705691939
14,0.856107545301799,0.6626698652030164
15,0.824561980444356,0.8189962333078633
16,0.869426545305263,0.8884074675245146
17,0.959625082094761,0.832136480763191
18,0.013867711350159,0.03484108139665063
19,0.181058714037387,0.43297498591703504
20,0.768044776898223,0.5911430530762829
21,0.833314066445468,0.6618366395144453
22,0.79914363178395,0.8627526722550818
23,0.901532064712814,0.7794200988403224
24,0.598848636597216,0.5048681244612018
25,0.584593974570737,0.7494129417481655
26,0.968697725552515,0.7907458251599171
27,0.912524381659076,0.7697084061762012
28,0.367385586443886,0.8637826252168526
29,0.286459760618625,0.41122292159324964
30,0.676177876321621,0.7290901537484196
31,0.987635751268536,0.7953506433054246
32,0.885602153376828,0.8015634358890517
33,0.561822878288343,0.6745894555615758
34,0.119106979241851,0.3266905349344001
35,0.352279436848576,0.4145973555825239
36,0.559915908473359,0.5235894187325726
37,0.255888170818059,0.4795820954244204
38,0.109860192241846,0.3674121645174051
39,0.315405883835773,0.19944399538110544
40,0.145372998347392,0.46041187445485415
41,0.902783082833263,0.6942624886275004
42,0.728468423823371,0.7800781960825807
43,0.0012988922732405,0.6633544131993793
44,0.0060348303128878,0.06099149703501487
45,0.287281362654502,0.4683731195709563
46,0.0760019008452658,0.4335751013601548
47,0.897196066823201,0.7884989432545034
48,0.433476018633859,0.2503241030600412
49,0.384947635156311,0.6491672758627687
50,0.872782495683446,0.7248081978746338
51,0.79953724292365,0.4813202588973781
52,0.860570491177939,0.8232748169884282
53,0.796729884853931,0.540084936910757
54,1.44606431774974e-19,0.8378645022908341
55,0.999540647997216,0.27526728291662445
56,0.970306798613721,0.8385231272842724
57,0.836226065649765,0.7374637122056451
58,0.652561656696161,0.8137468893032407
59,0.909222996018181,0.6678619134001422
